mode,accuracy,avg_latency_ms,p99_latency_ms,memory_mb
fp32,0.915,12.709324359893799,15.889883041381836,255.41309356689453
fp16,0.915,11.42850637435913,24.066925048828125,127.70654678344727
int8_ptq,0.91,8.689240217208862,15.17796516418457,90.99609375
int8_qat,0.92,12.631815671920776,26.420116424560547,127.70654678344727
